time_iter,ELBO
1545.3313881397248,-233207.23329500394
1568.0568497300148,-229861.7971880203
1590.7823113203049,-226621.55462368543
1613.507772910595,-223480.96930294373
1636.2332345008851,-220433.016830964
1658.9586960911752,-217470.0732619363
1681.6841576814652,-214589.64016846713
1704.4096192717552,-211793.99864997872
1727.1350808620452,-209083.3478928285
1749.8605424523355,-206454.94046386238
1772.5860040426255,-203904.8355989521
1795.3114656329155,-201428.8889497268
1818.0369272232056,-199022.9974553616
1840.7623888134956,-196683.2055632632
1863.4878504037858,-194405.9228538425
1886.2133119940759,-192188.18031569495
1908.938773584366,-190027.74628236462
1931.664235174656,-187922.98924276154
1954.389696764946,-185872.5031623696
1977.1151583552362,-183874.7701113136
1999.8406199455262,-181928.0496065317
2022.5660815358162,-180030.38689007435
2045.2915431261063,-178179.597776973
2068.0170047163965,-176373.2366927561
2090.7424663066863,-174608.75154728023
2113.4679278969766,-172884.07685593123
2136.193389487267,-171198.3636692606
2158.9188510775566,-169551.79022430695
2181.644312667847,-167944.37733962998
2204.3697742581367,-166375.3473327839
2227.095235848427,-164843.38539786366
2249.820697438717,-163346.96097858046
2272.546159029007,-161884.55880850746
2295.271620619297,-160454.87960132066
2317.997082209587,-159056.88034552967
2340.7225437998773,-157689.61716630947
2363.4480053901675,-156352.0773354868
2386.1734669804573,-155043.1644447577
2408.8989285707476,-153761.77024902744
2431.6243901610374,-152506.7941941804
2454.3498517513276,-151277.10981804144
2477.075313341618,-150071.55612506514
2499.8007749319077,-148889.00378597865
2522.526236522198,-147728.4593079073
2545.2516981124877,-146589.12574957646
2567.977159702778,-145470.38630226487
2590.702621293068,-144371.7590721065
2613.428082883358,-143292.91742930937
2636.1535444736483,-142233.77685926133
2658.879006063938,-141194.4870681136
2681.6044676542283,-140175.24538722975
2704.3299292445186,-139176.08113383426
2727.0553908348083,-138196.76393234704
2749.7808524250986,-137236.81419240017
2772.5063140153884,-136295.5255956886
2795.2317756056786,-135371.94749158237
2817.957237195969,-134464.7882079011
2840.6826987862587,-133572.1988212231
2863.408160376549,-132691.44028063986
2886.1336219668387,-131818.60476817298
2908.859083557129,-130948.95639691297
2931.5845451474192,-130078.84120080232
2954.310006737709,-129209.06013340922
2977.0354683279993,-128346.25284152778
2999.760929918289,-127498.93107803253
3022.4863915085793,-126672.2072388391
3045.2118530988696,-125866.82895854041
3067.9373146891594,-125081.268832683
3090.6627762794496,-124313.61682836011
3113.3882378697394,-123562.26339981338
3136.1136994600297,-122825.98846551141
3158.83916105032,-122103.90961128441
3181.5646226406097,-121395.40191489106
3204.2900842309,-120700.02149719786
3227.01554582119,-120017.428474357
3249.74100741148,-119347.3132778565
3272.4664690017703,-118689.34484958538
3295.19193059206,-118043.15333552883
3317.9173921823503,-117408.3414558658
3340.64285377264,-116784.50883019457
3363.3683153629304,-116171.27333901463
3386.0937769532206,-115568.27866491386
3408.8192385435104,-114975.1903587224
3431.5447001338007,-114391.68993221186
3454.2701617240905,-113817.47145312582
3476.9956233143807,-113252.24096697602
3499.721084904671,-112695.71866406739
3522.446546494961,-112147.64385869398
3545.172008085251,-111607.78195328944
3567.897469675541,-111075.93030686157
3590.622931265831,-110551.91780756434
3613.3483928561213,-110035.59426300683
3636.073854446411,-109526.81222621228
3658.7993160367014,-109025.4101156477
3681.524777626991,-108531.20579607724
3704.2502392172814,-108044.00486380834
3726.9757008075717,-107563.61504130239
3749.7011623978615,-107089.85101440172
3772.4266239881517,-106622.52740487718
3795.1520855784415,-106161.4495058823
3817.877547168732,-105706.40904735043
3840.603008759022,-105257.18549256443
3863.328470349312,-104813.55123752137
3886.053931939602,-104375.28061939447
3908.779393529892,-103942.16282467435
3931.504855120182,-103514.0170706551
3954.2303167104724,-103090.70739510219
3976.955778300762,-102672.15376547474
3999.6812398910524,-102258.3321693101
4022.406701481342,-101849.25590941735
4045.1321630716325,-101444.94941801646
4067.8576246619227,-101045.43555868094
4090.5830862522125,-100650.72943828654
4113.308547842503,-100260.82592789261
4136.034009432793,-99875.68898078379
4158.759471023083,-99495.25498389333
4181.484932613373,-99119.44387301337
4204.210394203663,-98748.16518374086
4226.935855793953,-98381.31980588213
4249.661317384243,-98018.80203315524
4272.386778974534,-97660.50256866838
4295.112240564823,-97306.31198867371
4317.837702155113,-96956.12568851789
4340.5631637454035,-96609.85160239627
4363.288625335694,-96267.41932666927
4386.014086925984,-95928.7855752837
4408.739548516273,-95593.93050970002
4431.465010106564,-95262.84507062598
4454.190471696854,-94935.51630980693
4476.915933287144,-94611.91803065728
4499.641394877434,-94292.0080250566
4522.366856467724,-93975.72821291198
4545.092318058014,-93663.0048754534
